프로젝트명,시추공명,경도,위도,표고,상심도,하심도,지층명
2-14,BH-1,127.134875,37.55247222,23.49,18.5,32.0,토사
2-14,BH-2,127.13488889,37.55231111,22.59,0.0,4.7,토사
2-14,BH-2,127.13488889,37.55231111,22.59,4.7,7.5,리핑암
2-15,NX-1,190993.636,441551.129,31.01,0.0,3.7,토사
2-15,NX-1,190993.636,441551.129,31.01,3.7,14.5,풍화암
2-15,NX-1,190993.636,441551.129,31.01,14.5,17.5,발파암
2-15,NX-2,191002.569,441544.201,31.6,0.0,2.5,토사
2-15,NX-2,191002.569,441544.201,31.6,2.5,11.0,풍화암
2-15,NX-2,191002.569,441544.201,31.6,11.0,14.0,발파암
2-15,NX-3,190992.846,441538.277,31.11,0.0,3.7,토사
2-15,NX-3,190992.846,441538.277,31.11,3.7,8.5,풍화암
2-15,NX-3,190992.846,441538.277,31.11,8.5,11.5,발파암
2-16,BH-1,201457.191,543721.352,15.9,0.0,17.0,토사
2-16,BH-1,201457.191,543721.352,15.9,17.0,19.0,풍화암
2-16,BH-1,201457.191,543721.352,15.9,19.0,27.0,발파암
2-16,BH-1,201457.191,543721.352,15.9,27.0,35.0,토사
2-17,BH-1,193714.861,544631.38,46.1,0.0,0.5,토사
2-17,BH-1,193714.861,544631.38,46.1,0.5,5.0,풍화암
2-17,BH-1,193714.861,544631.38,46.1,5.0,10.0,리핑암
2-17,BH-2,193730.029,544644.912,46.05,0.0,0.5,토사
2-17,BH-2,193730.029,544644.912,46.05,0.5,6.0,풍화암
2-17,BH-2,193730.029,544644.912,46.05,6.0,7.0,리핑암
2-18,NH-1,19252.203,452128.301,20.34,0.0,1.0,토사
2-18,NH-1,19252.203,452128.301,20.34,1.0,13.0,리핑암
2-18,NH-1,19252.203,452128.301,20.34,13.0,22.0,발파암
2-18,NH-1,19252.203,452128.301,20.34,22.0,25.0,리핑암
2-18,NH-1,19252.203,452128.301,20.34,25.0,41.0,토사
2-18,NH-2,19273.237,452157.6,19.79,0.0,1.0,토사
2-18,NH-2,19273.237,452157.6,19.79,1.0,5.2,발파암
2-18,NH-3,19275.667,452171.163,19.45,0.0,2.5,토사
2-18,NH-3,19275.667,452171.163,19.45,2.5,19.0,발파암
2-18,NH-3,19275.667,452171.163,19.45,19.0,41.0,토사
2-18,NH-4,19268.714,452124.163,19.65,0.0,1.3,토사
2-18,NH-4,19268.714,452124.163,19.65,1.3,5.0,발파암
2-18,NH-5,19288.396,452178.524,19.1,0.0,5.0,토사
2-18,NH-5,19288.396,452178.524,19.1,5.0,8.0,발파암
2-18,NH-6,19288.38,452112.399,17.1,0.0,2.5,토사
2-18,NH-6,19288.38,452112.399,17.1,2.5,7.0,리핑암
2-18,NH-6,19288.38,452112.399,17.1,7.0,22.0,발파암
2-18,NH-6,19288.38,452112.399,17.1,22.0,72.0,토사
2-18,NH-7,19301.488,452148.01,18.9,0.0,5.0,토사
2-18,NH-7,19301.488,452148.01,18.9,5.0,8.0,리핑암
2-18,NH-8,19318.286,452178.819,19.05,0.0,5.0,토사
2-18,NH-8,19318.286,452178.819,19.05,5.0,7.0,리핑암
2-18,NH-8,19318.286,452178.819,19.05,7.0,13.0,발파암
2-18,NH-8,19318.286,452178.819,19.05,13.0,59.0,토사
2-19,BH-1,182340.028,553881.217,21.36,0.0,4.8,토사
2-19,BH-1,182340.028,553881.217,21.36,4.8,6.0,풍화암
2-19,BH-1,182340.028,553881.217,21.36,6.0,21.0,리핑암
2-19,BH-1,182340.028,553881.217,21.36,21.0,56.0,토사
2-19,BH-2,182343.813,553879.748,21.53,0.0,2.0,토사
2-19,BH-2,182343.813,553879.748,21.53,2.0,5.4,풍화암
2-19,BH-2,182343.813,553879.748,21.53,5.4,8.4,리핑암
2-19,BH-2,182343.813,553879.748,21.53,8.4,10.0,발파암
2-19,BH-2,182343.813,553879.748,21.53,10.0,43.0,토사
2-20,BH-1,198602.835,543073.279,12.35,0.0,13.0,토사
2-20,BH-1,198602.835,543073.279,12.35,13.0,23.0,리핑암
2-20,BH-2,198594.617,543064.655,12.2,0.0,13.0,토사
2-20,BH-2,198594.617,543064.655,12.2,13.0,23.0,리핑암
2-20,BH-3,198588.128,543039.901,12,0.0,10.0,토사
2-20,BH-3,198588.128,543039.901,12,10.0,23.0,리핑암
3-1,NH-1,201842.107,546656.236,17.19,0.0,17.0,토사
3-1,NH-1,201842.107,546656.236,17.19,17.0,19.5,풍화암
3-1,NH-1,201842.107,546656.236,17.19,19.5,25.0,발파암
3-1,NH-1,201842.107,546656.236,17.19,25.0,33.0,토사
3-1,NH-2,201837.838,546663.318,17.19,0.0,17.0,토사
3-1,NH-2,201837.838,546663.318,17.19,17.0,19.5,풍화암
3-1,NH-2,201837.838,546663.318,17.19,19.5,20.5,리핑암
3-2,NH-1,200752.57,561591.715,62.2,0.0,3.5,토사
3-2,NH-1,200752.57,561591.715,62.2,3.5,4.0,풍화암
3-2,NH-1,200752.57,561591.715,62.2,4.0,5.0,리핑암
3-2,NH-1,200752.57,561591.715,62.2,5.0,15.0,발파암
3-2,NH-1,200752.57,561591.715,62.2,15.0,40.0,토사
3-2,NH-2,200752.581,561605.243,62.2,0.0,3.4,토사
3-2,NH-2,200752.581,561605.243,62.2,3.4,4.0,풍화암
3-2,NH-2,200752.581,561605.243,62.2,4.0,5.0,리핑암
3-2,NH-2,200752.581,561605.243,62.2,5.0,15.0,발파암
3-2,NH-2,200752.581,561605.243,62.2,15.0,50.0,토사
3-3,BH-1,198678.689,546471.095,15.99,0.0,19.2,토사
3-3,BH-1,198678.689,546471.095,15.99,19.2,20.0,풍화암
3-3,BH-1,198678.689,546471.095,15.99,20.0,30.0,리핑암
3-3,BH-2,198691.79,546365.608,15.75,0.0,22.5,토사
3-3,BH-2,198691.79,546365.608,15.75,22.5,24.0,풍화암
3-3,BH-2,198691.79,546365.608,15.75,24.0,30.0,리핑암
3-5,NH-1,381979.136,457294.038,19.79,0.0,5.0,토사
3-5,NH-1,381979.136,457294.038,19.79,5.0,9.0,풍화암
3-5,NH-1,381979.136,457294.038,19.79,9.0,10.0,리핑암
3-5,NH-1,381979.136,457294.038,19.79,10.0,25.0,발파암
3-5,NH-1,381979.136,457294.038,19.79,25.0,40.0,토사
3-5,NH-2,381984.017,457309.25,19.54,0.0,6.6,토사
3-5,NH-2,381984.017,457309.25,19.54,6.6,8.5,풍화암
3-5,NH-2,381984.017,457309.25,19.54,8.5,10.0,리핑암
3-5,NH-2,381984.017,457309.25,19.54,10.0,15.0,발파암
3-6,NH-1,198754.408,552990.064,33.04,0.0,15.0,토사
3-6,NH-1,198754.408,552990.064,33.04,15.0,30.0,풍화암
3-7,NH-1,196492.497,547991.604,8.23,0.0,16.5,토사
3-7,NH-1,196492.497,547991.604,8.23,16.5,17.5,풍화암
3-7,NH-1,196492.497,547991.604,8.23,17.5,19.5,리핑암
3-7,NH-1,196492.497,547991.604,8.23,19.5,30.0,발파암
3-8,NH-1,34011.982,449259.998,14.4,0.0,13.3,토사
3-8,NH-1,34011.982,449259.998,14.4,13.3,18.0,리핑암
3-8,NH-2,34025.23,449281.937,14.4,0.0,13.4,토사
3-8,NH-2,34025.23,449281.937,14.4,13.4,15.0,리핑암
3-9,BH-1,27369.644,451651.416,13.21,0.0,18.5,토사
3-9,BH-1,27369.644,451651.416,13.21,18.5,19.0,풍화암
3-9,BH-1,27369.644,451651.416,13.21,19.0,30.0,발파암
3-9,BH-1,27369.644,451651.416,13.21,30.0,80.0,토사
3-9,BH-2,27371.599,451654.21,12.96,0.0,18.8,토사
3-9,BH-2,27371.599,451654.21,12.96,18.8,22.5,발파암
3-10,BH-1,126.8994,37.45939167,27.2,0.0,3.6,토사
3-10,BH-1,126.8994,37.45939167,27.2,3.6,16.5,풍화암
3-10,BH-1,126.8994,37.45939167,27.2,16.5,19.0,리핑암
3-10,BH-1,126.8994,37.45939167,27.2,19.0,24.0,발파암
3-10,BH-2,126.89912778,37.45941389,26.3,0.0,0.8,토사
3-10,BH-2,126.89912778,37.45941389,26.3,0.8,16.2,풍화암
3-10,BH-2,126.89912778,37.45941389,26.3,16.2,18.2,리핑암
3-10,BH-3,126.89918889,37.45922222,27.3,0.0,8.5,토사
3-10,BH-3,126.89918889,37.45922222,27.3,8.5,15.0,풍화암
3-10,BH-3,126.89918889,37.45922222,27.3,15.0,17.0,리핑암
3-11,BH-1,126.93996111,37.54973889,17.3,0.0,0.2,토사
3-11,BH-1,126.93996111,37.54973889,17.3,0.2,19.8,풍화암
3-11,BH-1,126.93996111,37.54973889,17.3,19.8,30.0,리핑암
3-11,BH-2,126.93988889,37.54961944,17.2,0.0,11.0,토사
3-11,BH-2,126.93988889,37.54961944,17.2,11.0,17.0,풍화암
3-12,BH-1,203634.512,549754.8,10.12,0.0,18.0,토사
3-12,BH-1,203634.512,549754.8,10.12,18.0,25.4,풍화암
3-12,BH-1,203634.512,549754.8,10.12,25.4,30.0,발파암
3-12,BH-2,203635.931,549760.727,10.15,0.0,18.0,토사
3-12,BH-2,203635.931,549760.727,10.15,18.0,25.0,풍화암
3-13,NH-1,203235.04,559642.02,26.5,0.0,8.5,토사
3-13,NH-1,203235.04,559642.02,26.5,8.5,30.0,풍화암
3-13,NH-2,203257.823,559618.42,26.5,0.0,16.0,토사
3-13,NH-2,203257.823,559618.42,26.5,16.0,26.3,풍화암
3-13,NH-2,203257.823,559618.42,26.5,26.3,30.0,리핑암
3-13,NH-3,203201.69,559633.91,26.7,0.0,14.0,토사
3-13,NH-3,203201.69,559633.91,26.7,14.0,25.0,풍화암
3-13,NH-4,203222.32,559617.74,26.6,0.0,14.0,토사
3-13,NH-4,203222.32,559617.74,26.6,14.0,25.0,풍화암
3-13,NH-5,203175.94,559604.04,26.7,0.0,13.0,토사
3-13,NH-5,203175.94,559604.04,26.7,13.0,30.0,풍화암
3-13,NH-6,203218.95,559568.76,26.5,0.0,9.0,토사
3-13,NH-6,203218.95,559568.76,26.5,9.0,25.5,풍화암
3-13,NH-6,203218.95,559568.76,26.5,25.5,28.0,리핑암
3-13,NH-6,203218.95,559568.76,26.5,28.0,30.0,발파암
3-13,NH-7,203144.02,559588.56,26.6,0.0,8.5,토사
3-13,NH-7,203144.02,559588.56,26.6,8.5,30.0,풍화암
3-13,NH-8,203160.98,559558.74,26.4,0.0,8.5,토사
3-13,NH-8,203160.98,559558.74,26.4,8.5,25.0,풍화암
3-13,NH-9,203199.85,559539.818,26.2,0.0,9.0,토사
3-13,NH-9,203199.85,559539.818,26.2,9.0,25.0,풍화암
3-13,NH-10,203106.32,559561.88,28,0.0,14.0,토사
3-13,NH-10,203106.32,559561.88,28,14.0,25.0,리핑암
3-13,NH-10,203106.32,559561.88,28,25.0,30.0,발파암
3-13,NH-11,203115.37,559537.33,28.4,0.0,10.0,토사
3-13,NH-11,203115.37,559537.33,28.4,10.0,18.0,풍화암
3-13,NH-12,203140.47,559519.39,27.6,0.0,19.0,토사
3-13,NH-13,203157.44,559502.38,27.6,0.0,9.0,토사
3-13,NH-13,203157.44,559502.38,27.6,9.0,16.0,풍화암
3-13,NH-13,203157.44,559502.38,27.6,16.0,19.0,리핑암
3-13,NH-14,203106.95,559503.13,27.8,0.0,9.0,토사
3-13,NH-14,203106.95,559503.13,27.8,9.0,12.0,풍화암
3-13,NH-14,203106.95,559503.13,27.8,12.0,15.0,발파암
3-13,NH-15,203135.54,559482.82,27.8,0.0,8.5,토사
3-13,NH-15,203135.54,559482.82,27.8,8.5,20.0,풍화암
3-13,NH-15,203135.54,559482.82,27.8,20.0,26.0,리핑암
3-13,NH-15,203135.54,559482.82,27.8,26.0,30.0,발파암
3-13,NH-16,203228,559450.32,27.5,0.0,10.0,토사
3-13,NH-16,203228,559450.32,27.5,10.0,25.0,풍화암
3-13,NH-17,203239.88,559436.81,27.7,0.0,11.0,토사
3-13,NH-17,203239.88,559436.81,27.7,11.0,16.0,풍화암
3-13,NH-17,203239.88,559436.81,27.7,16.0,28.0,리핑암
3-13,NH-17,203239.88,559436.81,27.7,28.0,30.0,발파암
3-13,NH-18,203317.55,559419.18,27.5,0.0,14.0,토사
3-13,NH-18,203317.55,559419.18,27.5,14.0,25.0,풍화암
3-13,NH-19,203335.88,559403.65,27.5,0.0,9.0,토사
3-13,NH-19,203335.88,559403.65,27.5,9.0,25.0,풍화암
3-13,NH-20,203191.01,559482.85,27.4,0.0,9.5,토사
3-13,NH-20,203191.01,559482.85,27.4,9.5,18.0,풍화암
3-13,NH-20,203191.01,559482.85,27.4,18.0,21.0,리핑암
3-13,NH-21,203224.14,559472.61,27.6,0.0,8.6,토사
3-13,NH-21,203224.14,559472.61,27.6,8.6,16.4,풍화암
3-13,NH-21,203224.14,559472.61,27.6,16.4,19.4,리핑암
3-13,NH-22,203259.36,559461.09,27.5,0.0,13.0,토사
3-13,NH-22,203259.36,559461.09,27.5,13.0,18.0,리핑암
3-13,NH-23,203295.45,559440.1,27.6,0.0,13.0,토사
3-13,NH-23,203295.45,559440.1,27.6,13.0,24.0,풍화암
3-13,NH-23,203295.45,559440.1,27.6,24.0,27.0,리핑암
3-13,NH-24,203209.9,559492.33,27.6,0.0,8.7,토사
3-13,NH-24,203209.9,559492.33,27.6,8.7,18.5,풍화암
3-13,NH-24,203209.9,559492.33,27.6,18.5,30.0,리핑암
3-13,NH-25,203322.27,559457.26,27.4,0.0,14.0,토사
3-13,NH-25,203322.27,559457.26,27.4,14.0,25.0,풍화암
3-13,NH-25,203322.27,559457.26,27.4,25.0,30.0,리핑암
3-13,NH-26,203240.05,559512.84,26.7,0.0,8.5,토사
3-13,NH-26,203240.05,559512.84,26.7,8.5,13.0,풍화암
3-13,NH-26,203240.05,559512.84,26.7,13.0,16.0,리핑암
3-13,NH-27,203289.17,559498.19,26.9,0.0,9.5,토사
3-13,NH-27,203289.17,559498.19,26.9,9.5,19.0,풍화암
3-13,NH-27,203289.17,559498.19,26.9,19.0,30.0,리핑암
3-13,NH-28,203318.84,559483.29,25.8,0.0,14.0,토사
3-13,NH-28,203318.84,559483.29,25.8,14.0,25.0,풍화암
3-13,NH-29,203282.33,559524.14,26.8,0.0,9.6,토사
3-13,NH-29,203282.33,559524.14,26.8,9.6,17.5,풍화암
3-13,NH-29,203282.33,559524.14,26.8,17.5,20.5,리핑암
3-13,NH-30,203267.26,559547.26,26.8,0.0,8.0,토사
3-13,NH-30,203267.26,559547.26,26.8,8.0,24.5,풍화암
3-13,NH-30,203267.26,559547.26,26.8,24.5,30.0,리핑암
3-13,NH-31,203303.69,559553.99,26.9,0.0,10.0,토사
3-13,NH-31,203303.69,559553.99,26.9,10.0,25.0,풍화암
3-13,NH-32,203284.51,559577.59,26.8,0.0,8.5,토사
3-13,NH-32,203284.51,559577.59,26.8,8.5,30.0,풍화암
3-13,NH-33,203280.33,559599.16,26.8,0.0,13.0,토사
3-13,NH-33,203280.33,559599.16,26.8,13.0,25.0,풍화암
3-14,NH-5,200169.7,552829.55,23.1,0.0,4.5,토사
3-14,NH-5,200169.7,552829.55,23.1,4.5,10.0,리핑암
3-14,NH-5,200169.7,552829.55,23.1,10.0,19.0,발파암
3-14,NH-5,200169.7,552829.55,23.1,19.0,85.0,토사
3-15,NX-1,198049.68,442696.45,34.42,0.0,1.3,토사
3-15,NX-1,198049.68,442696.45,34.42,1.3,4.5,풍화암
3-15,NX-1,198049.68,442696.45,34.42,4.5,7.5,리핑암
3-15,NX-2,198050.32,442653.47,29.32,0.0,1.5,토사
3-15,NX-2,198050.32,442653.47,29.32,1.5,14.5,풍화암
3-15,NX-2,198050.32,442653.47,29.32,14.5,17.5,발파암
3-15,NX-3,197959.7,442696.99,50.5,0.0,1.0,토사
3-15,NX-3,197959.7,442696.99,50.5,1.0,4.0,발파암
3-15,NX-4,197995.73,442662.33,41.38,0.0,1.2,토사
3-15,NX-4,197995.73,442662.33,41.38,1.2,13.5,풍화암
3-15,NX-4,197995.73,442662.33,41.38,13.5,30.0,발파암
3-15,NX-4,197995.73,442662.33,41.38,30.0,71.0,토사
3-15,NX-5,197784.94,442835.85,42.44,0.0,7.5,토사
3-15,NX-5,197784.94,442835.85,42.44,7.5,10.5,발파암
3-15,NX-6,197820.68,442792.64,45.53,0.0,17.0,토사
3-15,NX-6,197820.68,442792.64,45.53,17.0,20.2,풍화암
3-15,NX-6,197820.68,442792.64,45.53,20.2,23.2,리핑암
3-15,NX-7,197878.88,442730.7,45.62,0.0,14.0,토사
3-15,NX-7,197878.88,442730.7,45.62,14.0,20.0,풍화암
3-15,NX-8,197915.09,442696.22,44.74,0.0,0.4,토사
3-15,NX-8,197915.09,442696.22,44.74,0.4,15.0,풍화암
3-15,NX-8,197915.09,442696.22,44.74,15.0,18.0,리핑암
3-15,NX-9,197953.11,442663.75,40.93,0.0,1.3,토사
3-15,NX-9,197953.11,442663.75,40.93,1.3,15.5,풍화암
3-15,NX-9,197953.11,442663.75,40.93,15.5,18.5,발파암
3-15,NX-10,198005.05,442623.83,31.48,0.0,0.8,토사
3-15,NX-10,198005.05,442623.83,31.48,0.8,12.6,풍화암
3-15,NX-10,198005.05,442623.83,31.48,12.6,15.6,리핑암
3-15,NX-11,197752.89,442805.54,34.48,0.0,1.3,토사
3-15,NX-11,197752.89,442805.54,34.48,1.3,10.3,풍화암
3-15,NX-11,197752.89,442805.54,34.48,10.3,13.3,발파암
3-15,NX-12,197779.54,442780,36.42,0.0,2.0,토사
3-15,NX-12,197779.54,442780,36.42,2.0,14.5,풍화암
3-15,NX-12,197779.54,442780,36.42,14.5,30.0,발파암
3-15,NX-12,197779.54,442780,36.42,30.0,100.0,토사
3-15,NX-13,197814.54,442744.29,35.42,0.0,14.0,토사
3-15,NX-13,197814.54,442744.29,35.42,14.0,17.5,풍화암
3-15,NX-13,197814.54,442744.29,35.42,17.5,20.5,리핑암
3-15,NX-14,197848.96,442708.02,34.98,0.0,1.5,토사
3-15,NX-14,197848.96,442708.02,34.98,1.5,16.0,풍화암
3-15,NX-15,197885.27,442673.65,34.12,0.0,1.4,토사
3-15,NX-15,197885.27,442673.65,34.12,1.4,15.5,풍화암
3-15,NX-15,197885.27,442673.65,34.12,15.5,18.5,리핑암
3-15,NX-16,197921.81,442639.55,33.11,0.0,1.4,토사
3-15,NX-16,197921.81,442639.55,33.11,1.4,7.3,풍화암
3-15,NX-16,197921.81,442639.55,33.11,7.3,10.0,리핑암
3-15,NX-16,197921.81,442639.55,33.11,10.0,30.0,발파암
3-15,NX-16,197921.81,442639.55,33.11,30.0,53.0,토사
3-15,NX-17,197959.46,442606.64,30.58,0.0,1.5,토사
3-15,NX-17,197959.46,442606.64,30.58,1.5,6.0,풍화암
3-15,NX-17,197959.46,442606.64,30.58,6.0,13.5,리핑암
3-15,NX-18,197993.71,442577.46,26.59,0.0,1.2,토사
3-15,NX-18,197993.71,442577.46,26.59,1.2,11.0,풍화암
3-15,NX-18,197993.71,442577.46,26.59,11.0,14.0,리핑암
3-15,NX-19,198022.53,442555.62,22.38,0.0,1.4,토사
3-15,NX-19,198022.53,442555.62,22.38,1.4,13.5,풍화암
3-15,NX-19,198022.53,442555.62,22.38,13.5,16.5,리핑암
3-15,NX-20,197729.02,442777.06,24.38,0.0,2.5,토사
3-15,NX-20,197729.02,442777.06,24.38,2.5,7.3,풍화암
3-15,NX-20,197729.02,442777.06,24.38,7.3,10.3,리핑암
3-15,NX-21,197754.06,442752.65,23.44,0.0,2.5,토사
3-15,NX-21,197754.06,442752.65,23.44,2.5,8.0,풍화암
3-15,NX-21,197754.06,442752.65,23.44,8.0,11.0,발파암
3-15,NX-22,197786.37,442720.01,22.44,0.0,3.3,토사
3-15,NX-22,197786.37,442720.01,22.44,3.3,7.2,풍화암
3-15,NX-22,197786.37,442720.01,22.44,7.2,10.2,발파암
3-15,NX-23,197810.76,442696.74,21.5,0.0,2.8,토사
3-15,NX-23,197810.76,442696.74,21.5,2.8,7.2,풍화암
3-15,NX-23,197810.76,442696.74,21.5,7.2,10.2,리핑암
3-15,NX-24,197855.19,442650.02,20.18,0.0,2.8,토사
3-15,NX-24,197855.19,442650.02,20.18,2.8,8.5,풍화암
3-15,NX-24,197855.19,442650.02,20.18,8.5,30.0,발파암
3-15,NX-24,197855.19,442650.02,20.18,30.0,74.0,토사
3-15,NX-25,197901.61,442602.59,19.22,0.0,3.4,토사
3-15,NX-25,197901.61,442602.59,19.22,3.4,7.3,풍화암
3-15,NX-25,197901.61,442602.59,19.22,7.3,10.3,리핑암
3-15,NX-26,197937.22,442563.67,18.09,0.0,2.6,토사
3-15,NX-26,197937.22,442563.67,18.09,2.6,9.5,풍화암
3-15,NX-26,197937.22,442563.67,18.09,9.5,12.5,발파암
3-16,BH-1,187760.805,551042.959,8.38,0.0,26.0,토사
3-16,BH-1,187760.805,551042.959,8.38,26.0,43.5,풍화암
3-16,BH-1,187760.805,551042.959,8.38,43.5,46.5,리핑암
3-16,BH-6,187766.153,551002.909,8.77,0.0,14.0,토사
3-16,BH-6,187766.153,551002.909,8.77,14.0,40.0,풍화암
3-16,BH-6,187766.153,551002.909,8.77,40.0,43.0,리핑암
3-16,BH-7,187810.313,550963.362,8.81,0.0,32.0,토사
3-16,BH-7,187810.313,550963.362,8.81,32.0,39.8,풍화암
3-16,BH-7,187810.313,550963.362,8.81,39.8,42.8,리핑암
3-16,BH-9,187892.516,550907.285,7.1,0.0,36.7,토사
3-16,BH-9,187892.516,550907.285,7.1,36.7,45.7,풍화암
3-16,BH-9,187892.516,550907.285,7.1,45.7,48.7,리핑암
3-16,BH-10,187726.353,550999.21,8.66,0.0,13.5,토사
3-16,BH-10,187726.353,550999.21,8.66,13.5,33.2,풍화암
3-16,BH-10,187726.353,550999.21,8.66,33.2,36.2,리핑암
3-16,BH-11,187779.681,550956.237,8.83,0.0,30.0,토사
3-16,BH-11,187779.681,550956.237,8.83,30.0,47.2,풍화암
3-16,BH-11,187779.681,550956.237,8.83,47.2,50.2,리핑암
3-16,BH-12,187811.725,550931.386,8.99,0.0,35.5,토사
3-16,BH-12,187811.725,550931.386,8.99,35.5,49.0,풍화암
3-16,BH-12,187811.725,550931.386,8.99,49.0,52.0,리핑암
3-16,BH-13,187860.879,550894.511,6.84,0.0,33.0,토사
3-16,BH-13,187860.879,550894.511,6.84,33.0,43.0,풍화암
3-16,BH-13,187860.879,550894.511,6.84,43.0,46.0,리핑암
3-17,SB-1,203887.187,553976.104,17.19,0.0,2.5,토사
3-17,SB-1,203887.187,553976.104,17.19,2.5,20.2,풍화암
3-17,SB-1,203887.187,553976.104,17.19,20.2,25.0,리핑암
3-17,SB-1,203887.187,553976.104,17.19,25.0,43.0,토사
3-17,SB-2,203900.318,553986.726,17.2,0.0,2.0,토사
3-17,SB-2,203900.318,553986.726,17.2,2.0,16.0,풍화암
3-17,SB-3,203882.42,554018.85,18.8,0.0,4.0,토사
3-17,SB-3,203882.42,554018.85,18.8,4.0,11.6,풍화암
3-17,SB-3,203882.42,554018.85,18.8,11.6,15.0,리핑암
3-17,SB-4,203915.541,554031.042,19.04,0.0,1.5,토사
3-17,SB-4,203915.541,554031.042,19.04,1.5,15.0,풍화암
3-18,BH-2,187812.087,551012.929,108.46,0.0,36.0,토사
3-18,BH-2,187812.087,551012.929,108.46,36.0,52.0,풍화암
3-18,BH-3,187852.948,550986.741,108.45,0.0,36.0,토사
3-18,BH-3,187852.948,550986.741,108.45,36.0,58.0,풍화암
3-18,BH-4,187896.755,550957.203,108.51,0.0,36.0,토사
3-18,BH-4,187896.755,550957.203,108.51,36.0,58.0,풍화암
3-18,BH-5,187931.456,550933.792,108.73,0.0,37.0,토사
3-18,BH-5,187931.456,550933.792,108.73,37.0,45.5,풍화암
3-18,BH-5,187931.456,550933.792,108.73,45.5,48.5,리핑암
3-18,BH-8,187854.22,550923.728,108.45,0.0,42.0,토사
3-18,BH-8,187854.22,550923.728,108.45,42.0,49.0,풍화암
3-18,BH-14,187916.102,550879.456,108.46,0.0,27.0,토사
3-18,BH-14,187916.102,550879.456,108.46,27.0,46.5,풍화암
3-18,BH-14,187916.102,550879.456,108.46,46.5,48.5,리핑암
3-19,BH-1,25820.326,447772.466,27.63,0.0,2.0,토사
3-19,BH-1,25820.326,447772.466,27.63,2.0,18.0,리핑암
3-19,BH-1,25820.326,447772.466,27.63,18.0,30.0,발파암
3-20,BH-1,213750.08,549603.86,31,0.0,15.0,토사
3-20,BH-1,213750.08,549603.86,31,15.0,30.0,풍화암
3-20,BH-2,213775.51,549602.77,30.4,0.0,15.0,토사
3-20,BH-2,213775.51,549602.77,30.4,15.0,30.0,풍화암
3-20,BH-3,213761.06,549565.75,32,0.0,12.0,토사
3-20,BH-3,213761.06,549565.75,32,12.0,19.0,풍화암
3-20,BH-3,213761.06,549565.75,32,19.0,30.0,리핑암
3-20,BH-4,213745.7,549570.53,31.9,0.0,14.0,토사
3-20,BH-4,213745.7,549570.53,31.9,14.0,21.3,풍화암
3-20,BH-4,213745.7,549570.53,31.9,21.3,30.0,리핑암
4-1,NH-1,183051.59,552012.561,7.09,0.0,15.8,토사
4-1,NH-1,183051.59,552012.561,7.09,15.8,30.0,리핑암
4-1,NH-2,183128.106,552014.896,6.94,0.0,21.0,토사
4-1,NH-2,183128.106,552014.896,6.94,21.0,30.0,풍화암
4-1,NH-3,183194.92,552013.924,6.75,0.0,23.0,토사
4-1,NH-3,183194.92,552013.924,6.75,23.0,32.2,풍화암
4-1,NH-3,183194.92,552013.924,6.75,32.2,35.2,리핑암
4-1,NH-4,183265.023,552015.014,7.33,0.0,21.0,토사
4-1,NH-4,183265.023,552015.014,7.33,21.0,30.0,풍화암
4-1,NH-5,183346.223,552020.991,8.35,0.0,26.0,토사
4-1,NH-5,183346.223,552020.991,8.35,26.0,33.0,풍화암
4-1,NH-6,183078.485,551981.224,7.16,0.0,21.0,토사
4-1,NH-6,183078.485,551981.224,7.16,21.0,30.0,풍화암
4-1,NH-7,183147.265,551971.746,6.75,0.0,20.0,토사
4-1,NH-7,183147.265,551971.746,6.75,20.0,30.0,풍화암
4-1,NH-8,183206.841,551967.721,7.24,0.0,17.0,토사
4-1,NH-8,183206.841,551967.721,7.24,17.0,27.0,풍화암
4-1,NH-9,183267.695,551938.698,7.53,0.0,17.0,토사
4-1,NH-9,183267.695,551938.698,7.53,17.0,30.0,풍화암
4-1,NH-10,183329.697,551930.141,8.17,0.0,27.0,토사
4-1,NH-10,183329.697,551930.141,8.17,27.0,40.0,풍화암
4-2,NH-1,34283.098,445984.76,33.1,0.0,14.0,토사
4-2,NH-1,34283.098,445984.76,33.1,14.0,15.4,풍화암
4-2,NH-1,34283.098,445984.76,33.1,15.4,17.4,리핑암
4-2,NH-2,34293.089,445985.979,34.1,0.0,14.0,토사
4-2,NH-2,34293.089,445985.979,34.1,14.0,14.5,풍화암
4-2,NH-2,34293.089,445985.979,34.1,14.5,19.0,리핑암
4-2,NH-2,34293.089,445985.979,34.1,19.0,30.0,발파암
4-2,NH-3,34302.093,445985.327,34.4,0.0,13.0,토사
4-2,NH-3,34302.093,445985.327,34.4,13.0,14.0,풍화암
4-2,NH-3,34302.093,445985.327,34.4,14.0,16.0,리핑암
4-3,BH-1,127.05160833,37.56732222,11.77,0.0,10.6,토사
4-3,BH-1,127.05160833,37.56732222,11.77,10.6,12.0,풍화암
4-3,BH-1,127.05160833,37.56732222,11.77,12.0,13.5,리핑암
4-4,BH-1,199972.557,554546.347,43.47,0.0,0.3,토사
4-4,BH-1,199972.557,554546.347,43.47,0.3,3.8,풍화암
4-4,BH-1,199972.557,554546.347,43.47,3.8,18.0,리핑암
4-4,BH-1,199972.557,554546.347,43.47,18.0,30.0,발파암
4-4,BH-2,199981.274,554542.805,43.1,0.0,0.2,토사
